year	stock	age	CAA
1976	pollock	1	0.0
1977	pollock	1	0.0
1978	pollock	1	0.0
1979	pollock	1	0.0
1980	pollock	1	0.0
1981	pollock	1	310.0
1982	pollock	1	91.0
1983	pollock	1	254.0
1984	pollock	1	137.0
1985	pollock	1	455.0
1986	pollock	1	325.0
1987	pollock	1	309.0
1988	pollock	1	894.0
1989	pollock	1	163.0
1990	pollock	1	66.0
1991	pollock	1	328.0
1992	pollock	1	263.0
1993	pollock	1	508.0
1994	pollock	1	76.0
1995	pollock	1	228.0
1996	pollock	1	207.0
1997	pollock	1	19.0
1998	pollock	1	51.0
1999	pollock	1	228.0
2000	pollock	1	608.0
2001	pollock	1	9.0
2002	pollock	1	4.0
2003	pollock	1	1.0
2004	pollock	1	64.0
2005	pollock	1	3.0
2006	pollock	1	22.0
2007	pollock	1	11.0
2008	pollock	1	36.0
2009	pollock	1	21.0
2010	pollock	1	30.0
2011	pollock	1	40.0
2012	pollock	1	142.0
2013	pollock	1	161.0
2014	pollock	1	297.0
1970	pollock	2	645.0
1971	pollock	2	1044.0
1972	pollock	2	286.0
1973	pollock	2	566.0
1974	pollock	2	87.0
1975	pollock	2	107.0
1976	pollock	2	79.0
1977	pollock	2	23.0
1978	pollock	2	91.0
1979	pollock	2	200.0
1980	pollock	2	194.0
1981	pollock	2	1938.0
1982	pollock	2	772.0
1983	pollock	2	95.0
1984	pollock	2	271.0
1985	pollock	2	501.0
1986	pollock	2	86.0
1987	pollock	2	343.0
1988	pollock	2	158.0
1989	pollock	2	302.0
1990	pollock	2	59.0
1991	pollock	2	185.0
1992	pollock	2	142.0
1993	pollock	2	204.0
1994	pollock	2	139.0
1995	pollock	2	128.0
1996	pollock	2	91.0
1997	pollock	2	74.0
1998	pollock	2	54.0
1999	pollock	2	196.0
2000	pollock	2	208.0
2001	pollock	2	406.0
2002	pollock	2	27.0
2003	pollock	2	69.0
2004	pollock	2	39.0
2005	pollock	2	20.0
2006	pollock	2	26.0
2007	pollock	2	27.0
2008	pollock	2	62.0
2009	pollock	2	49.0
2010	pollock	2	35.0
2011	pollock	2	25.0
2012	pollock	2	75.0
2013	pollock	2	260.0
2014	pollock	2	132.0
1970	pollock	3	436.0
1971	pollock	3	1487.0
1972	pollock	3	777.0
1973	pollock	3	864.0
1974	pollock	3	2414.0
1975	pollock	3	530.0
1976	pollock	3	905.0
1977	pollock	3	471.0
1978	pollock	3	824.0
1979	pollock	3	1553.0
1980	pollock	3	415.0
1981	pollock	3	1748.0
1982	pollock	3	1981.0
1983	pollock	3	1245.0
1984	pollock	3	623.0
1985	pollock	3	2039.0
1986	pollock	3	980.0
1987	pollock	3	977.0
1988	pollock	3	430.0
1989	pollock	3	383.0
1990	pollock	3	716.0
1991	pollock	3	203.0
1992	pollock	3	100.0
1993	pollock	3	205.0
1994	pollock	3	411.0
1995	pollock	3	287.0
1996	pollock	3	108.0
1997	pollock	3	57.0
1998	pollock	3	95.0
1999	pollock	3	36.0
2000	pollock	3	108.0
2001	pollock	3	269.0
2002	pollock	3	134.0
2003	pollock	3	22.0
2004	pollock	3	45.0
2005	pollock	3	19.0
2006	pollock	3	37.0
2007	pollock	3	30.0
2008	pollock	3	64.0
2009	pollock	3	43.0
2010	pollock	3	59.0
2011	pollock	3	37.0
2012	pollock	3	70.0
2013	pollock	3	167.0
2014	pollock	3	338.0
1970	pollock	4	990.0
1971	pollock	4	1267.0
1972	pollock	4	1013.0
1973	pollock	4	2715.0
1974	pollock	4	1110.0
1975	pollock	4	1871.0
1976	pollock	4	1234.0
1977	pollock	4	1259.0
1978	pollock	4	1056.0
1979	pollock	4	2225.0
1980	pollock	4	2040.0
1981	pollock	4	723.0
1982	pollock	4	917.0
1983	pollock	4	3341.0
1984	pollock	4	2187.0
1985	pollock	4	802.0
1986	pollock	4	3126.0
1987	pollock	4	856.0
1988	pollock	4	824.0
1989	pollock	4	1476.0
1990	pollock	4	948.0
1991	pollock	4	839.0
1992	pollock	4	471.0
1993	pollock	4	144.0
1994	pollock	4	194.0
1995	pollock	4	252.0
1996	pollock	4	292.0
1997	pollock	4	221.0
1998	pollock	4	104.0
1999	pollock	4	207.0
2000	pollock	4	131.0
2001	pollock	4	256.0
2002	pollock	4	157.0
2003	pollock	4	133.0
2004	pollock	4	26.0
2005	pollock	4	57.0
2006	pollock	4	13.0
2007	pollock	4	99.0
2008	pollock	4	66.0
2009	pollock	4	189.0
2010	pollock	4	180.0
2011	pollock	4	262.0
2012	pollock	4	118.0
2013	pollock	4	202.0
2014	pollock	4	296.0
1970	pollock	5	884.0
1971	pollock	5	1019.0
1972	pollock	5	746.0
1973	pollock	5	1493.0
1974	pollock	5	968.0
1975	pollock	5	809.0
1976	pollock	5	1948.0
1977	pollock	5	870.0
1978	pollock	5	1141.0
1979	pollock	5	1311.0
1980	pollock	5	2189.0
1981	pollock	5	2102.0
1982	pollock	5	384.0
1983	pollock	5	820.0
1984	pollock	5	3614.0
1985	pollock	5	1861.0
1986	pollock	5	928.0
1987	pollock	5	2711.0
1988	pollock	5	849.0
1989	pollock	5	821.0
1990	pollock	5	1155.0
1991	pollock	5	627.0
1992	pollock	5	762.0
1993	pollock	5	327.0
1994	pollock	5	218.0
1995	pollock	5	199.0
1996	pollock	5	279.0
1997	pollock	5	514.0
1998	pollock	5	409.0
1999	pollock	5	281.0
2000	pollock	5	395.0
2001	pollock	5	341.0
2002	pollock	5	443.0
2003	pollock	5	375.0
2004	pollock	5	242.0
2005	pollock	5	95.0
2006	pollock	5	140.0
2007	pollock	5	109.0
2008	pollock	5	132.0
2009	pollock	5	112.0
2010	pollock	5	367.0
2011	pollock	5	492.0
2012	pollock	5	460.0
2013	pollock	5	221.0
2014	pollock	5	355.0
1970	pollock	6	563.0
1971	pollock	6	796.0
1972	pollock	6	331.0
1973	pollock	6	204.0
1974	pollock	6	411.0
1975	pollock	6	791.0
1976	pollock	6	466.0
1977	pollock	6	1058.0
1978	pollock	6	810.0
1979	pollock	6	635.0
1980	pollock	6	1355.0
1981	pollock	6	1169.0
1982	pollock	6	1029.0
1983	pollock	6	224.0
1984	pollock	6	697.0
1985	pollock	6	2089.0
1986	pollock	6	1650.0
1987	pollock	6	547.0
1988	pollock	6	1618.0
1989	pollock	6	461.0
1990	pollock	6	379.0
1991	pollock	6	666.0
1992	pollock	6	440.0
1993	pollock	6	546.0
1994	pollock	6	294.0
1995	pollock	6	239.0
1996	pollock	6	286.0
1997	pollock	6	379.0
1998	pollock	6	771.0
1999	pollock	6	421.0
2000	pollock	6	371.0
2001	pollock	6	500.0
2002	pollock	6	203.0
2003	pollock	6	463.0
2004	pollock	6	532.0
2005	pollock	6	631.0
2006	pollock	6	243.0
2007	pollock	6	666.0
2008	pollock	6	249.0
2009	pollock	6	350.0
2010	pollock	6	234.0
2011	pollock	6	677.0
2012	pollock	6	644.0
2013	pollock	6	749.0
2014	pollock	6	311.0
1970	pollock	7	392.0
1971	pollock	7	276.0
1972	pollock	7	173.0
1973	pollock	7	82.0
1974	pollock	7	127.0
1975	pollock	7	337.0
1976	pollock	7	354.0
1977	pollock	7	400.0
1978	pollock	7	1085.0
1979	pollock	7	278.0
1980	pollock	7	653.0
1981	pollock	7	608.0
1982	pollock	7	693.0
1983	pollock	7	430.0
1984	pollock	7	123.0
1985	pollock	7	349.0
1986	pollock	7	1208.0
1987	pollock	7	637.0
1988	pollock	7	442.0
1989	pollock	7	506.0
1990	pollock	7	201.0
1991	pollock	7	164.0
1992	pollock	7	349.0
1993	pollock	7	273.0
1994	pollock	7	244.0
1995	pollock	7	210.0
1996	pollock	7	146.0
1997	pollock	7	201.0
1998	pollock	7	345.0
1999	pollock	7	340.0
2000	pollock	7	203.0
2001	pollock	7	286.0
2002	pollock	7	270.0
2003	pollock	7	249.0
2004	pollock	7	438.0
2005	pollock	7	697.0
2006	pollock	7	773.0
2007	pollock	7	431.0
2008	pollock	7	1185.0
2009	pollock	7	342.0
2010	pollock	7	362.0
2011	pollock	7	316.0
2012	pollock	7	500.0
2013	pollock	7	616.0
2014	pollock	7	473.0
1970	pollock	8	243.0
1971	pollock	8	117.0
1972	pollock	8	39.0
1973	pollock	8	29.0
1974	pollock	8	70.0
1975	pollock	8	95.0
1976	pollock	8	81.0
1977	pollock	8	297.0
1978	pollock	8	373.0
1979	pollock	8	293.0
1980	pollock	8	218.0
1981	pollock	8	325.0
1982	pollock	8	448.0
1983	pollock	8	284.0
1984	pollock	8	180.0
1985	pollock	8	97.0
1986	pollock	8	183.0
1987	pollock	8	413.0
1988	pollock	8	263.0
1989	pollock	8	192.0
1990	pollock	8	146.0
1991	pollock	8	79.0
1992	pollock	8	81.0
1993	pollock	8	148.0
1994	pollock	8	95.0
1995	pollock	8	86.0
1996	pollock	8	76.0
1997	pollock	8	77.0
1998	pollock	8	95.0
1999	pollock	8	108.0
2000	pollock	8	96.0
2001	pollock	8	121.0
2002	pollock	8	121.0
2003	pollock	8	182.0
2004	pollock	8	190.0
2005	pollock	8	305.0
2006	pollock	8	410.0
2007	pollock	8	680.0
2008	pollock	8	429.0
2009	pollock	8	570.0
2010	pollock	8	235.0
2011	pollock	8	371.0
2012	pollock	8	193.0
2013	pollock	8	302.0
2014	pollock	8	217.0
1970	pollock	9	213.0
1971	pollock	9	6.0
1972	pollock	9	270.0
1973	pollock	9	149.0
1974	pollock	9	86.0
1975	pollock	9	114.0
1976	pollock	9	29.0
1977	pollock	9	378.0
1978	pollock	9	695.0
1979	pollock	9	288.0
1980	pollock	9	357.0
1981	pollock	9	414.0
1982	pollock	9	703.0
1983	pollock	9	714.0
1984	pollock	9	423.0
1985	pollock	9	470.0
1986	pollock	9	432.0
1987	pollock	9	400.0
1988	pollock	9	296.0
1989	pollock	9	236.0
1990	pollock	9	224.0
1991	pollock	9	198.0
1992	pollock	9	102.0
1993	pollock	9	63.0
1994	pollock	9	89.0
1995	pollock	9	55.0
1996	pollock	9	29.0
1997	pollock	9	44.0
1998	pollock	9	26.0
1999	pollock	9	45.0
2000	pollock	9	66.0
2001	pollock	9	69.0
2002	pollock	9	83.0
2003	pollock	9	120.0
2004	pollock	9	156.0
2005	pollock	9	158.0
2006	pollock	9	188.0
2007	pollock	9	379.0
2008	pollock	9	817.0
2009	pollock	9	666.0
2010	pollock	9	600.0
2011	pollock	9	590.0
2012	pollock	9	413.0
2013	pollock	9	341.0
2014	pollock	9	164.0
1977	GOMhaddock	1	39.8
1978	GOMhaddock	1	0.0
1979	GOMhaddock	1	0.0
1980	GOMhaddock	1	0.0
1981	GOMhaddock	1	2.1
1982	GOMhaddock	1	30.4
1983	GOMhaddock	1	10.8
1984	GOMhaddock	1	1.2
1985	GOMhaddock	1	0.9
1986	GOMhaddock	1	4.3
1987	GOMhaddock	1	0.0
1988	GOMhaddock	1	0.3
1989	GOMhaddock	1	1.4
1990	GOMhaddock	1	7.0
1991	GOMhaddock	1	3.1
1992	GOMhaddock	1	1.8
1993	GOMhaddock	1	3.7
1994	GOMhaddock	1	6.5
1995	GOMhaddock	1	2.7
1996	GOMhaddock	1	2.8
1997	GOMhaddock	1	1.7
1998	GOMhaddock	1	5.8
1999	GOMhaddock	1	5.3
2000	GOMhaddock	1	2.4
2001	GOMhaddock	1	0.3
2002	GOMhaddock	1	0.4
2003	GOMhaddock	1	0.1
2004	GOMhaddock	1	1.8
2005	GOMhaddock	1	0.2
2006	GOMhaddock	1	2.0
2007	GOMhaddock	1	7.8
2008	GOMhaddock	1	0.1
2009	GOMhaddock	1	0.1
2010	GOMhaddock	1	2.4
2011	GOMhaddock	1	6.3
2012	GOMhaddock	1	2.5
2013	GOMhaddock	1	25.0
2014	GOMhaddock	1	39.0
1977	GOMhaddock	2	1763.0
1978	GOMhaddock	2	374.7
1979	GOMhaddock	2	67.3
1980	GOMhaddock	2	884.8
1981	GOMhaddock	2	1604.7
1982	GOMhaddock	2	620.6
1983	GOMhaddock	2	12.4
1984	GOMhaddock	2	89.0
1985	GOMhaddock	2	30.2
1986	GOMhaddock	2	10.8
1987	GOMhaddock	2	20.6
1988	GOMhaddock	2	0.5
1989	GOMhaddock	2	23.2
1990	GOMhaddock	2	2.0
1991	GOMhaddock	2	7.2
1992	GOMhaddock	2	13.1
1993	GOMhaddock	2	20.1
1994	GOMhaddock	2	23.7
1995	GOMhaddock	2	71.3
1996	GOMhaddock	2	23.5
1997	GOMhaddock	2	7.3
1998	GOMhaddock	2	23.8
1999	GOMhaddock	2	3.8
2000	GOMhaddock	2	68.6
2001	GOMhaddock	2	29.5
2002	GOMhaddock	2	2.4
2003	GOMhaddock	2	10.8
2004	GOMhaddock	2	1.9
2005	GOMhaddock	2	36.5
2006	GOMhaddock	2	2.3
2007	GOMhaddock	2	24.9
2008	GOMhaddock	2	19.3
2009	GOMhaddock	2	3.4
2010	GOMhaddock	2	6.7
2011	GOMhaddock	2	19.2
2012	GOMhaddock	2	110.6
2013	GOMhaddock	2	47.3
2014	GOMhaddock	2	132.3
1977	GOMhaddock	3	53.2
1978	GOMhaddock	3	2291.4
1979	GOMhaddock	3	559.6
1980	GOMhaddock	3	104.1
1981	GOMhaddock	3	721.6
1982	GOMhaddock	3	1519.4
1983	GOMhaddock	3	836.5
1984	GOMhaddock	3	49.9
1985	GOMhaddock	3	349.6
1986	GOMhaddock	3	183.5
1987	GOMhaddock	3	34.7
1988	GOMhaddock	3	12.4
1989	GOMhaddock	3	3.5
1990	GOMhaddock	3	143.1
1991	GOMhaddock	3	16.3
1992	GOMhaddock	3	94.4
1993	GOMhaddock	3	36.3
1994	GOMhaddock	3	44.5
1995	GOMhaddock	3	90.5
1996	GOMhaddock	3	129.5
1997	GOMhaddock	3	166.8
1998	GOMhaddock	3	25.1
1999	GOMhaddock	3	39.5
2000	GOMhaddock	3	66.1
2001	GOMhaddock	3	235.1
2002	GOMhaddock	3	27.8
2003	GOMhaddock	3	6.9
2004	GOMhaddock	3	14.1
2005	GOMhaddock	3	6.3
2006	GOMhaddock	3	124.0
2007	GOMhaddock	3	17.3
2008	GOMhaddock	3	55.8
2009	GOMhaddock	3	40.2
2010	GOMhaddock	3	13.8
2011	GOMhaddock	3	4.5
2012	GOMhaddock	3	48.8
2013	GOMhaddock	3	332.8
2014	GOMhaddock	3	107.1
1977	GOMhaddock	4	367.0
1978	GOMhaddock	4	172.4
1979	GOMhaddock	4	1577.0
1980	GOMhaddock	4	755.8
1981	GOMhaddock	4	293.7
1982	GOMhaddock	4	620.7
1983	GOMhaddock	4	976.3
1984	GOMhaddock	4	598.0
1985	GOMhaddock	4	85.9
1986	GOMhaddock	4	358.8
1987	GOMhaddock	4	106.1
1988	GOMhaddock	4	12.3
1989	GOMhaddock	4	42.4
1990	GOMhaddock	4	1.7
1991	GOMhaddock	4	58.6
1992	GOMhaddock	4	36.5
1993	GOMhaddock	4	23.0
1994	GOMhaddock	4	13.6
1995	GOMhaddock	4	75.7
1996	GOMhaddock	4	56.5
1997	GOMhaddock	4	256.8
1998	GOMhaddock	4	132.7
1999	GOMhaddock	4	65.8
2000	GOMhaddock	4	106.8
2001	GOMhaddock	4	133.6
2002	GOMhaddock	4	275.3
2003	GOMhaddock	4	54.1
2004	GOMhaddock	4	33.0
2005	GOMhaddock	4	49.3
2006	GOMhaddock	4	8.5
2007	GOMhaddock	4	332.7
2008	GOMhaddock	4	19.1
2009	GOMhaddock	4	51.1
2010	GOMhaddock	4	39.6
2011	GOMhaddock	4	4.7
2012	GOMhaddock	4	20.0
2013	GOMhaddock	4	60.9
2014	GOMhaddock	4	536.8
1977	GOMhaddock	5	184.6
1978	GOMhaddock	5	363.0
1979	GOMhaddock	5	183.1
1980	GOMhaddock	5	1366.8
1981	GOMhaddock	5	343.0
1982	GOMhaddock	5	100.6
1983	GOMhaddock	5	791.3
1984	GOMhaddock	5	256.7
1985	GOMhaddock	5	356.2
1986	GOMhaddock	5	81.3
1987	GOMhaddock	5	48.8
1988	GOMhaddock	5	54.8
1989	GOMhaddock	5	19.3
1990	GOMhaddock	5	28.8
1991	GOMhaddock	5	28.4
1992	GOMhaddock	5	19.1
1993	GOMhaddock	5	9.9
1994	GOMhaddock	5	3.4
1995	GOMhaddock	5	10.2
1996	GOMhaddock	5	16.4
1997	GOMhaddock	5	90.1
1998	GOMhaddock	5	192.8
1999	GOMhaddock	5	96.8
2000	GOMhaddock	5	65.1
2001	GOMhaddock	5	96.8
2002	GOMhaddock	5	117.1
2003	GOMhaddock	5	506.9
2004	GOMhaddock	5	72.0
2005	GOMhaddock	5	84.8
2006	GOMhaddock	5	52.7
2007	GOMhaddock	5	11.4
2008	GOMhaddock	5	407.6
2009	GOMhaddock	5	15.1
2010	GOMhaddock	5	52.2
2011	GOMhaddock	5	50.9
2012	GOMhaddock	5	12.3
2013	GOMhaddock	5	25.9
2014	GOMhaddock	5	35.3
1977	GOMhaddock	6	189.3
1978	GOMhaddock	6	208.7
1979	GOMhaddock	6	99.1
1980	GOMhaddock	6	143.8
1981	GOMhaddock	6	545.1
1982	GOMhaddock	6	301.0
1983	GOMhaddock	6	148.6
1984	GOMhaddock	6	365.0
1985	GOMhaddock	6	152.0
1986	GOMhaddock	6	114.0
1987	GOMhaddock	6	34.4
1988	GOMhaddock	6	55.6
1989	GOMhaddock	6	24.0
1990	GOMhaddock	6	17.6
1991	GOMhaddock	6	27.9
1992	GOMhaddock	6	2.2
1993	GOMhaddock	6	11.0
1994	GOMhaddock	6	9.2
1995	GOMhaddock	6	6.3
1996	GOMhaddock	6	4.1
1997	GOMhaddock	6	18.9
1998	GOMhaddock	6	52.7
1999	GOMhaddock	6	69.2
2000	GOMhaddock	6	128.5
2001	GOMhaddock	6	87.3
2002	GOMhaddock	6	110.4
2003	GOMhaddock	6	90.5
2004	GOMhaddock	6	512.7
2005	GOMhaddock	6	138.5
2006	GOMhaddock	6	71.7
2007	GOMhaddock	6	54.4
2008	GOMhaddock	6	5.0
2009	GOMhaddock	6	294.9
2010	GOMhaddock	6	19.1
2011	GOMhaddock	6	47.4
2012	GOMhaddock	6	67.2
2013	GOMhaddock	6	10.7
2014	GOMhaddock	6	13.5
1977	GOMhaddock	7	0.0
1978	GOMhaddock	7	10.6
1979	GOMhaddock	7	45.3
1980	GOMhaddock	7	95.6
1981	GOMhaddock	7	92.2
1982	GOMhaddock	7	477.5
1983	GOMhaddock	7	253.0
1984	GOMhaddock	7	62.2
1985	GOMhaddock	7	242.0
1986	GOMhaddock	7	86.4
1987	GOMhaddock	7	56.9
1988	GOMhaddock	7	7.6
1989	GOMhaddock	7	15.0
1990	GOMhaddock	7	27.5
1991	GOMhaddock	7	12.6
1992	GOMhaddock	7	1.1
1993	GOMhaddock	7	4.6
1994	GOMhaddock	7	5.7
1995	GOMhaddock	7	4.7
1996	GOMhaddock	7	7.1
1997	GOMhaddock	7	6.9
1998	GOMhaddock	7	17.4
1999	GOMhaddock	7	38.5
2000	GOMhaddock	7	72.1
2001	GOMhaddock	7	80.7
2002	GOMhaddock	7	32.1
2003	GOMhaddock	7	63.0
2004	GOMhaddock	7	59.7
2005	GOMhaddock	7	534.9
2006	GOMhaddock	7	83.5
2007	GOMhaddock	7	43.2
2008	GOMhaddock	7	42.2
2009	GOMhaddock	7	5.3
2010	GOMhaddock	7	294.3
2011	GOMhaddock	7	16.3
2012	GOMhaddock	7	37.8
2013	GOMhaddock	7	57.4
2014	GOMhaddock	7	5.0
1977	GOMhaddock	8	0.0
1978	GOMhaddock	8	0.0
1979	GOMhaddock	8	10.9
1980	GOMhaddock	8	27.8
1981	GOMhaddock	8	117.4
1982	GOMhaddock	8	107.4
1983	GOMhaddock	8	348.1
1984	GOMhaddock	8	64.8
1985	GOMhaddock	8	47.4
1986	GOMhaddock	8	102.5
1987	GOMhaddock	8	33.8
1988	GOMhaddock	8	15.0
1989	GOMhaddock	8	0.8
1990	GOMhaddock	8	4.1
1991	GOMhaddock	8	5.8
1992	GOMhaddock	8	0.0
1993	GOMhaddock	8	1.7
1994	GOMhaddock	8	1.7
1995	GOMhaddock	8	4.3
1996	GOMhaddock	8	5.6
1997	GOMhaddock	8	2.8
1998	GOMhaddock	8	8.6
1999	GOMhaddock	8	7.1
2000	GOMhaddock	8	31.8
2001	GOMhaddock	8	40.4
2002	GOMhaddock	8	70.4
2003	GOMhaddock	8	21.6
2004	GOMhaddock	8	34.0
2005	GOMhaddock	8	53.7
2006	GOMhaddock	8	366.7
2007	GOMhaddock	8	87.9
2008	GOMhaddock	8	29.6
2009	GOMhaddock	8	32.0
2010	GOMhaddock	8	3.5
2011	GOMhaddock	8	181.0
2012	GOMhaddock	8	13.8
2013	GOMhaddock	8	30.5
2014	GOMhaddock	8	30.8
1977	GOMhaddock	9	2.4
1978	GOMhaddock	9	5.3
1979	GOMhaddock	9	0.0
1980	GOMhaddock	9	25.8
1981	GOMhaddock	9	27.1
1982	GOMhaddock	9	75.9
1983	GOMhaddock	9	115.7
1984	GOMhaddock	9	147.6
1985	GOMhaddock	9	54.6
1986	GOMhaddock	9	14.7
1987	GOMhaddock	9	16.5
1988	GOMhaddock	9	4.1
1989	GOMhaddock	9	0.9
1990	GOMhaddock	9	0.0
1991	GOMhaddock	9	3.1
1992	GOMhaddock	9	1.9
1993	GOMhaddock	9	1.2
1994	GOMhaddock	9	0.7
1995	GOMhaddock	9	3.0
1996	GOMhaddock	9	1.2
1997	GOMhaddock	9	2.3
1998	GOMhaddock	9	7.6
1999	GOMhaddock	9	5.9
2000	GOMhaddock	9	25.7
2001	GOMhaddock	9	24.1
2002	GOMhaddock	9	68.0
2003	GOMhaddock	9	70.3
2004	GOMhaddock	9	51.1
2005	GOMhaddock	9	71.8
2006	GOMhaddock	9	61.3
2007	GOMhaddock	9	371.1
2008	GOMhaddock	9	225.3
2009	GOMhaddock	9	146.8
2010	GOMhaddock	9	134.2
2011	GOMhaddock	9	93.3
2012	GOMhaddock	9	204.4
2013	GOMhaddock	9	97.6
2014	GOMhaddock	9	53.8
1982	GBwinter	1	0.0
1983	GBwinter	1	0.0
1984	GBwinter	1	0.0
1985	GBwinter	1	0.0
1986	GBwinter	1	0.0
1987	GBwinter	1	0.0
1988	GBwinter	1	0.0
1989	GBwinter	1	0.0
1990	GBwinter	1	0.0
1991	GBwinter	1	0.0
1992	GBwinter	1	0.0
1993	GBwinter	1	0.0
1994	GBwinter	1	0.0
1995	GBwinter	1	0.0
1996	GBwinter	1	0.0
1997	GBwinter	1	0.0
1998	GBwinter	1	0.0
1999	GBwinter	1	0.0
2000	GBwinter	1	0.0
2001	GBwinter	1	0.0
2002	GBwinter	1	0.0
2003	GBwinter	1	0.0
2004	GBwinter	1	0.0
2005	GBwinter	1	0.0
2006	GBwinter	1	0.0
2007	GBwinter	1	0.2
2008	GBwinter	1	0.4
2009	GBwinter	1	0.4
2010	GBwinter	1	0.1
2011	GBwinter	1	0.0
2012	GBwinter	1	0.0
2013	GBwinter	1	0.0
2014	GBwinter	1	0.0
1982	GBwinter	2	116.0
1983	GBwinter	2	147.0
1984	GBwinter	2	138.0
1985	GBwinter	2	87.0
1986	GBwinter	2	38.0
1987	GBwinter	2	99.0
1988	GBwinter	2	72.0
1989	GBwinter	2	34.0
1990	GBwinter	2	36.0
1991	GBwinter	2	2.0
1992	GBwinter	2	23.0
1993	GBwinter	2	80.0
1994	GBwinter	2	8.0
1995	GBwinter	2	765.0
1996	GBwinter	2	35.0
1997	GBwinter	2	2.0
1998	GBwinter	2	0.0
1999	GBwinter	2	70.0
2000	GBwinter	2	52.0
2001	GBwinter	2	27.0
2002	GBwinter	2	0.0
2003	GBwinter	2	0.0
2004	GBwinter	2	3.0
2005	GBwinter	2	4.0
2006	GBwinter	2	4.0
2007	GBwinter	2	23.0
2008	GBwinter	2	15.0
2009	GBwinter	2	7.0
2010	GBwinter	2	3.0
2011	GBwinter	2	14.0
2012	GBwinter	2	2.0
2013	GBwinter	2	4.0
2014	GBwinter	2	22.0
1982	GBwinter	3	1058.0
1983	GBwinter	3	1838.0
1984	GBwinter	3	713.0
1985	GBwinter	3	1791.0
1986	GBwinter	3	1481.0
1987	GBwinter	3	2850.0
1988	GBwinter	3	1884.0
1989	GBwinter	3	3035.0
1990	GBwinter	3	687.0
1991	GBwinter	3	1302.0
1992	GBwinter	3	1638.0
1993	GBwinter	3	617.0
1994	GBwinter	3	783.0
1995	GBwinter	3	1443.0
1996	GBwinter	3	2737.0
1997	GBwinter	3	407.0
1998	GBwinter	3	21.0
1999	GBwinter	3	720.0
2000	GBwinter	3	1395.0
2001	GBwinter	3	782.0
2002	GBwinter	3	249.0
2003	GBwinter	3	533.0
2004	GBwinter	3	87.0
2005	GBwinter	3	265.0
2006	GBwinter	3	37.0
2007	GBwinter	3	152.0
2008	GBwinter	3	325.0
2009	GBwinter	3	786.0
2010	GBwinter	3	233.0
2011	GBwinter	3	170.0
2012	GBwinter	3	143.0
2013	GBwinter	3	194.0
2014	GBwinter	3	70.0
1982	GBwinter	4	3550.0
1983	GBwinter	4	5954.0
1984	GBwinter	4	1165.0
1985	GBwinter	4	1461.0
1986	GBwinter	4	2850.0
1987	GBwinter	4	3593.0
1988	GBwinter	4	5818.0
1989	GBwinter	4	2650.0
1990	GBwinter	4	4431.0
1991	GBwinter	4	2775.0
1992	GBwinter	4	1534.0
1993	GBwinter	4	2327.0
1994	GBwinter	4	1341.0
1995	GBwinter	4	354.0
1996	GBwinter	4	872.0
1997	GBwinter	4	1020.0
1998	GBwinter	4	2987.0
1999	GBwinter	4	1673.0
2000	GBwinter	4	2333.0
2001	GBwinter	4	2673.0
2002	GBwinter	4	1896.0
2003	GBwinter	4	1423.0
2004	GBwinter	4	594.0
2005	GBwinter	4	548.0
2006	GBwinter	4	306.0
2007	GBwinter	4	165.0
2008	GBwinter	4	459.0
2009	GBwinter	4	1235.0
2010	GBwinter	4	961.0
2011	GBwinter	4	877.0
2012	GBwinter	4	1009.0
2013	GBwinter	4	809.0
2014	GBwinter	4	326.0
1982	GBwinter	5	2179.0
1983	GBwinter	5	2983.0
1984	GBwinter	5	2803.0
1985	GBwinter	5	1711.0
1986	GBwinter	5	505.0
1987	GBwinter	5	1921.0
1988	GBwinter	5	1767.0
1989	GBwinter	5	1104.0
1990	GBwinter	5	1457.0
1991	GBwinter	5	2077.0
1992	GBwinter	5	1476.0
1993	GBwinter	5	918.0
1994	GBwinter	5	760.0
1995	GBwinter	5	291.0
1996	GBwinter	5	381.0
1997	GBwinter	5	456.0
1998	GBwinter	5	1730.0
1999	GBwinter	5	1109.0
2000	GBwinter	5	777.0
2001	GBwinter	5	1673.0
2002	GBwinter	5	1551.0
2003	GBwinter	5	1897.0
2004	GBwinter	5	861.0
2005	GBwinter	5	771.0
2006	GBwinter	5	301.0
2007	GBwinter	5	258.0
2008	GBwinter	5	330.0
2009	GBwinter	5	662.0
2010	GBwinter	5	704.0
2011	GBwinter	5	1145.0
2012	GBwinter	5	1169.0
2013	GBwinter	5	606.0
2014	GBwinter	5	439.0
1982	GBwinter	6	1061.0
1983	GBwinter	6	1131.0
1984	GBwinter	6	2879.0
1985	GBwinter	6	1034.0
1986	GBwinter	6	491.0
1987	GBwinter	6	285.0
1988	GBwinter	6	413.0
1989	GBwinter	6	319.0
1990	GBwinter	6	402.0
1991	GBwinter	6	297.0
1992	GBwinter	6	950.0
1993	GBwinter	6	650.0
1994	GBwinter	6	206.0
1995	GBwinter	6	217.0
1996	GBwinter	6	196.0
1997	GBwinter	6	179.0
1998	GBwinter	6	274.0
1999	GBwinter	6	312.0
2000	GBwinter	6	536.0
2001	GBwinter	6	1223.0
2002	GBwinter	6	910.0
2003	GBwinter	6	934.0
2004	GBwinter	6	525.0
2005	GBwinter	6	373.0
2006	GBwinter	6	146.0
2007	GBwinter	6	230.0
2008	GBwinter	6	226.0
